review_id,section_header,ref_marker,target_xml_id,raw_citation,doi,title,year
13_Sheldon_2007_ChemRev,Introduction,6,b25,Ionic Liquids in Synthesis P Wasserscheid T Welton Eds Wiley-Vch Weinheim 2003,,Ionic Liquids in Synthesis,2003
13_Sheldon_2007_ChemRev,Introduction,[9],b28,Enzymatic Catalysis of Formation of Z-Aspartame in Ionic Liquid - An Alternative to Enzymatic Catalysis in Organic Solvents M Erbeldinger A J Mesiano A J Russell 10.1021/bp000094g Biotechnology Progress Biotechnol. Prog. 8756-7938 16 6 2000 Wiley,10.1021/bp000094g,Enzymatic Catalysis of Formation of Z-Aspartame in Ionic Liquid - An Alternative to Enzymatic Catalysis in Organic Solvents,2000
13_Sheldon_2007_ChemRev,Introduction,[10],b29,Madeira Lau R Van Rantwijk F Seddon K R Sheldon R A Org. Lett 2 4189 2000,,Org. Lett,2000
13_Sheldon_2007_ChemRev,Introduction,[11],b30,Enzyme catalysis in ionic liquids Udo Kragl Marrit Eckstein Nicole Kaftzik 10.1016/s0958-1669(02)00353-1 Current Opinion in Biotechnology Current Opinion in Biotechnology 0958-1669 13 6 2002 Elsevier BV,10.1016/s0958-1669(02)00353-1,Enzyme catalysis in ionic liquids,2002
13_Sheldon_2007_ChemRev,Introduction,[12],b31,Biocatalytic transformations in ionic liquids Fred Van Rantwijk Rute Madeira Lau Roger A Sheldon 10.1016/s0167-7799(03)00008-8 Trends in Biotechnology Trends in Biotechnology 0167-7799 21 3 2003 Elsevier BV,10.1016/s0167-7799(03)00008-8,Biocatalytic transformations in ionic liquids,2003
13_Sheldon_2007_ChemRev,Introduction,[13],b32,S Park R J Kazlauskas Curr. Opin. Biotechnol 14 432 2003,,Curr. Opin. Biotechnol,2003
13_Sheldon_2007_ChemRev,Introduction,"11,",b30,Enzyme catalysis in ionic liquids Udo Kragl Marrit Eckstein Nicole Kaftzik 10.1016/s0958-1669(02)00353-1 Current Opinion in Biotechnology Current Opinion in Biotechnology 0958-1669 13 6 2002 Elsevier BV,10.1016/s0958-1669(02)00353-1,Enzyme catalysis in ionic liquids,2002
13_Sheldon_2007_ChemRev,Introduction,13,b32,S Park R J Kazlauskas Curr. Opin. Biotechnol 14 432 2003,,Curr. Opin. Biotechnol,2003
13_Sheldon_2007_ChemRev,Introduction,14,b33,Z Yang W Enzyme Pan Miocrob Technol 37 19 2005,,Technol,2005
13_Sheldon_2007_ChemRev,Introduction,15,b34,Enzyme-catalyzed reactions in ionic liquids Yun Hee Moon Sang Mok Lee Sung Ho Ha Yoon-Mo Koo 10.1007/bf02705724 Korean Journal of Chemical Engineering Korean J. Chem. Eng. 0256-1115 1975-7220 23 2 2006 Springer Science and Business Media LLC,10.1007/bf02705724,Enzyme-catalyzed reactions in ionic liquids,2006
13_Sheldon_2007_ChemRev,Purity,16,b35,Ionic Liquids: The Neglected Issues Peter J Scammells Janet L Scott Robert D Singer 10.1071/ch04272 Australian Journal of Chemistry Aust. J. Chem. 0004-9425 58 3 155 2005 CSIRO Publishing,10.1071/ch04272,Ionic Liquids: The Neglected Issues,2005
13_Sheldon_2007_ChemRev,Purity,17,b36,K R Seddon A Stark M Torres J. Pure Appl. Chem 72 2275 2000,,J. Pure Appl. Chem,2000
13_Sheldon_2007_ChemRev,Purity,18,b37,S H Lee S H Ha S B Lee Y.-M Koo Biotechnol. Lett 1335 2006,,Biotechnol. Lett,2006
13_Sheldon_2007_ChemRev,Purity,16,b35,Ionic Liquids: The Neglected Issues Peter J Scammells Janet L Scott Robert D Singer 10.1071/ch04272 Australian Journal of Chemistry Aust. J. Chem. 0004-9425 58 3 155 2005 CSIRO Publishing,10.1071/ch04272,Ionic Liquids: The Neglected Issues,2005
13_Sheldon_2007_ChemRev,Purity,17,b36,K R Seddon A Stark M Torres J. Pure Appl. Chem 72 2275 2000,,J. Pure Appl. Chem,2000
13_Sheldon_2007_ChemRev,Polarity,19,b38,"Polarity of ionic liquids determined empirically by means of solvatochromic pyridinium N-phenolate betaine dyes Christian Green Reichardt Chem 10.1039/b500106b Green Chemistry Green Chem. 1463-9262 1463-9270 7 5 339 2005, 7, 339 Royal Society of Chemistry (RSC)",10.1039/b500106b,Polarity of ionic liquids determined empirically by means of solvatochromic pyridinium N-phenolate betaine dyes,2005
13_Sheldon_2007_ChemRev,Polarity,20,b39,"For a recent review on ionic liquid solvent properties, see: Chiappe C Pieraccini D J. Phys. Org. Chem 18 275 2005",,"For a recent review on ionic liquid solvent properties, see: Chiappe",2005
13_Sheldon_2007_ChemRev,Polarity,21,b40,Solvatochromic dyes are compounds with a visible absorption maximum that depends on the polarity of the solvent,,Solvatochromic dyes are compounds with a visible absorption maximum that depends on the polarity of the solvent,
13_Sheldon_2007_ChemRev,Polarity,22,b41,Nile Red as a solvatochromic dye for measuring solvent strength in normal liquids and mixtures of normal liquids with supercritical and near critical fluids Jerry F Deye T A Berger Albert G Anderson 10.1021/ac00205a015 Analytical Chemistry Anal. Chem. 0003-2700 1520-6882 62 6 1990 American Chemical Society (ACS),10.1021/ac00205a015,Nile Red as a solvatochromic dye for measuring solvent strength in normal liquids and mixtures of normal liquids with supercritical and near critical fluids,1990
13_Sheldon_2007_ChemRev,Polarity,19,b38,"Polarity of ionic liquids determined empirically by means of solvatochromic pyridinium N-phenolate betaine dyes Christian Green Reichardt Chem 10.1039/b500106b Green Chemistry Green Chem. 1463-9262 1463-9270 7 5 339 2005, 7, 339 Royal Society of Chemistry (RSC)",10.1039/b500106b,Polarity of ionic liquids determined empirically by means of solvatochromic pyridinium N-phenolate betaine dyes,2005
13_Sheldon_2007_ChemRev,Polarity,23,b42,The nature of 4-aminophthalimide-cyclodextrin inclusion complexes T Soujanya T S R Krishna A Samanta 10.1021/j100200a061 The Journal of Physical Chemistry J. Phys. Chem. 0022-3654 1541-5740 96 21 1992 American Chemical Society (ACS),10.1021/j100200a061,The nature of 4-aminophthalimide-cyclodextrin inclusion complexes,1992
13_Sheldon_2007_ChemRev,Polarity,24,b43,"Linear solvation energy relationships. 23. A comprehensive collection of the solvatochromic parameters, .pi.*, .alpha., and .beta., and some methods for simplifying the generalized solvatochromic equation Mortimer J Kamlet Jose Luis M Abboud Michael H Abraham R W Taft 10.1021/jo00165a018 The Journal of Organic Chemistry J. Org. Chem. 0022-3263 1520-6904 48 17 1983 American Chemical Society (ACS)",10.1021/jo00165a018,"Linear solvation energy relationships. 23. A comprehensive collection of the solvatochromic parameters, .pi.*, .alpha., and .beta., and some methods for simplifying the generalized solvatochromic equation",1983
13_Sheldon_2007_ChemRev,Polarity,25,b44,"M J Muldoon C M Gordon I R Dunkin J. Chem. Soc., Perkin Trans 433 2001",,"J. Chem. Soc., Perkin Trans",2001
13_Sheldon_2007_ChemRev,Polarity,"19,",b38,"Polarity of ionic liquids determined empirically by means of solvatochromic pyridinium N-phenolate betaine dyes Christian Green Reichardt Chem 10.1039/b500106b Green Chemistry Green Chem. 1463-9262 1463-9270 7 5 339 2005, 7, 339 Royal Society of Chemistry (RSC)",10.1039/b500106b,Polarity of ionic liquids determined empirically by means of solvatochromic pyridinium N-phenolate betaine dyes,2005
13_Sheldon_2007_ChemRev,Polarity,[25],b44,"M J Muldoon C M Gordon I R Dunkin J. Chem. Soc., Perkin Trans 433 2001",,"J. Chem. Soc., Perkin Trans",2001
13_Sheldon_2007_ChemRev,Polarity,[26],b45,"Polarity study of some 1-alkyl-3-methylimidazolium ambient-temperature ionic liquids with the solvatochromic dye, Nile Red Adrian J Carmichael Kenneth R Seddon 10.1002/1099-1395(200010)13:10<591::aid-poc305>3.0.co;2-2 Journal of Physical Organic Chemistry J. Phys. Org. Chem. 0894-3230 1099-1395 13 10 2000 Wiley",10.1002/1099-1395(200010)13:10<591::aid-poc305>3.0.co;2-2,"Polarity study of some 1-alkyl-3-methylimidazolium ambient-temperature ionic liquids with the solvatochromic dye, Nile Red",2000
13_Sheldon_2007_ChemRev,Polarity,[27],b46,How polar are room-temperature ionic liquids? Sudhir N V K Aki Joan F Brennecke Anunay Samanta 10.1039/b008039j Chemical Communications Chem. Commun. 1359-7345 1364-548X 5 2001 Royal Society of Chemistry (RSC),10.1039/b008039j,How polar are room-temperature ionic liquids?,2001
13_Sheldon_2007_ChemRev,Polarity,28,b47,Solvatochromic Dyes as Solvent Polarity Indicators Christian Reichardt 10.1021/cr00032a005 Chemical Reviews Chem. Rev. 0009-2665 1520-6890 94 8 1994 American Chemical Society (ACS),10.1021/cr00032a005,Solvatochromic Dyes as Solvent Polarity Indicators,1994
13_Sheldon_2007_ChemRev,Polarity,25,b44,"M J Muldoon C M Gordon I R Dunkin J. Chem. Soc., Perkin Trans 433 2001",,"J. Chem. Soc., Perkin Trans",2001
13_Sheldon_2007_ChemRev,Polarity,29,b48,New aspects on polarity of 1-alkyl-3-methylimidazolium salts as measured by solvatochromic probes Alexander Oehlke Katja Hofmann Stefan Spange 10.1039/b516709d New Journal of Chemistry New J. Chem. 1144-0546 1369-9261 30 4 533 2006 Royal Society of Chemistry (RSC),10.1039/b516709d,New aspects on polarity of 1-alkyl-3-methylimidazolium salts as measured by solvatochromic probes,2006
13_Sheldon_2007_ChemRev,Polarity,30,b49,M J Earley B S Engel K R Seddon Aust J. Chem 149 2004,,Aust J. Chem,2004
